Device ID,Device Name,Last Firmware Update,Operating Time (hrs),Connection Quality,Device Temperature (°C),Device Usage Frequency,Connectivity Type,Event Logs,Device Priority,Protocol,Label,Attack Type
ID3720,Smart Lock,2019-06-09,41,Poor,14.8,Weekly,Zigbee,34,Low,MQTT,compromised,DDoS
ID5822,Smart Lock,2021-05-14,38,Good,13.8,Occasionally,Zigbee,53,Low,Zigbee,normal,
ID4350,Smart Thermostat,2012-01-21,61,Good,35.1,Daily,Bluetooth,69,High,MQTT,normal,
ID3951,Smart Plug,2015-01-24,71,Good,27.3,Daily,Zigbee,36,Low,Zigbee,normal,
ID6585,Smart Camera,2023-07-24,77,Excellent,30.3,Daily,WiFi,85,High,HTTP,normal,
ID6009,Smart Lock,2020-07-02,62,Poor,28.5,Weekly,Zigbee,35,Low,HTTP,compromised,Jamming
ID2121,Smart Thermostat,2018-10-11,98,Poor,32.1,Daily,Zigbee,85,High,Zigbee,compromised,DDoS
ID2011,Smart Light,2023-07-10,20,Poor,5.1,Daily,Zigbee,23,Low,CoAP,normal,
ID8697,Smart Light,2018-10-18,49,Poor,10.6,Occasionally,Zigbee,45,Low,MQTT,normal,
ID8136,Smart Plug,2014-01-18,11,Poor,14.5,Daily,Bluetooth,50,Low,Zigbee,compromised,DDoS
ID8319,Smart Lock,2019-12-19,76,Poor,11.6,Weekly,Zigbee,35,Low,CoAP,compromised,Replay
ID7154,Smart Light,2024-06-20,94,Good,13.3,Occasionally,Bluetooth,25,Low,HTTP,normal,
ID2131,Smart Thermostat,2022-10-02,83,Poor,10.8,Daily,Zigbee,100,High,Zigbee,compromised,Replay
ID2919,Smart Camera,2021-02-16,100,Excellent,23.9,Occasionally,WiFi,21,High,Zigbee,normal,
ID5204,Smart Thermostat,2017-02-22,157,Poor,24.1,Weekly,WiFi,76,High,CoAP,compromised,MITM
ID6218,Smart Light,2011-02-16,76,Good,13.7,Occasionally,WiFi,45,Low,CoAP,normal,
ID7687,Smart Light,2023-12-15,20,Poor,8.8,Daily,Bluetooth,62,Low,Zigbee,compromised,MITM
ID3306,Smart Lock,2020-05-01,58,Poor,29.6,Occasionally,Zigbee,93,Low,HTTP,compromised,DDoS
ID9750,Smart Plug,2013-05-21,25,Good,23.0,Occasionally,Zigbee,43,Low,MQTT,normal,
ID5120,Smart Light,2020-12-27,98,Good,19.5,Occasionally,Bluetooth,24,Low,MQTT,normal,
ID2634,Smart Light,2010-11-24,12,Poor,7.0,Daily,Bluetooth,58,Low,Zigbee,compromised,MITM
ID7788,Smart Plug,2018-03-10,92,Poor,28.4,Weekly,Zigbee,61,Low,HTTP,compromised,MITM
ID3363,Smart Light,2018-08-01,55,Good,25.2,Occasionally,Zigbee,3,Low,CoAP,normal,
ID2300,Smart Light,2014-10-21,69,Good,6.9,Weekly,Zigbee,5,Low,Zigbee,normal,
ID5636,Smart Thermostat,2014-10-23,118,Poor,7.2,Weekly,Zigbee,77,High,MQTT,compromised,Jamming
ID8300,Smart Plug,2022-09-16,96,Good,16.1,Occasionally,WiFi,15,Low,Zigbee,normal,
ID8909,Smart Light,2024-01-18,26,Good,20.9,Daily,Bluetooth,51,Low,Zigbee,normal,
ID1480,Smart Thermostat,2010-08-12,159,Excellent,27.2,Occasionally,Zigbee,71,High,HTTP,normal,
ID4720,Smart Thermostat,2014-03-06,100,Excellent,24.1,Weekly,Bluetooth,36,High,Zigbee,normal,
ID9786,Smart Camera,2012-02-17,26,Poor,26.8,Occasionally,WiFi,20,High,CoAP,compromised,Replay
ID3285,Smart Camera,2013-01-16,26,Excellent,17.0,Weekly,Bluetooth,62,High,HTTP,normal,
ID9842,Smart Camera,2017-02-02,59,Poor,30.6,Daily,Bluetooth,70,High,Zigbee,compromised,MITM
ID4031,Smart Thermostat,2014-08-29,95,Good,7.5,Weekly,Zigbee,91,High,CoAP,normal,
ID6448,Smart Light,2013-07-14,68,Poor,28.4,Occasionally,Bluetooth,63,Low,HTTP,compromised,DDoS
ID9166,Smart Lock,2019-08-03,48,Poor,24.1,Weekly,Zigbee,61,Low,MQTT,compromised,DDoS
ID1482,Smart Plug,2015-06-11,55,Good,15.3,Weekly,Bluetooth,35,Low,HTTP,normal,
ID8604,Smart Lock,2012-05-18,69,Poor,21.6,Occasionally,Zigbee,68,Low,Zigbee,compromised,Replay
ID7296,Smart Lock,2019-05-26,81,Poor,19.0,Weekly,Zigbee,64,Low,Zigbee,compromised,Replay
ID1851,Smart Thermostat,2019-01-09,122,Good,35.5,Weekly,WiFi,68,High,MQTT,normal,
ID7691,Smart Plug,2017-06-30,49,Excellent,23.8,Weekly,Bluetooth,89,Low,HTTP,normal,
ID9405,Smart Plug,2021-05-05,57,Poor,29.9,Weekly,Zigbee,19,Low,MQTT,normal,
ID1398,Smart Light,2018-08-17,48,Excellent,10.6,Daily,WiFi,2,Low,Zigbee,normal,
ID1626,Smart Lock,2012-02-23,71,Good,33.8,Occasionally,Zigbee,85,Low,MQTT,normal,
ID5332,Smart Camera,2015-08-19,40,Excellent,27.6,Daily,WiFi,72,High,Zigbee,normal,
ID9179,Smart Plug,2010-03-29,11,Excellent,20.3,Occasionally,Zigbee,66,Low,MQTT,normal,
ID3834,Smart Light,2016-12-10,34,Excellent,21.3,Daily,WiFi,35,Low,Zigbee,normal,
ID1510,Smart Plug,2011-04-24,78,Good,19.8,Weekly,Bluetooth,12,Low,CoAP,normal,
ID3397,Smart Plug,2011-03-18,53,Excellent,23.5,Weekly,WiFi,61,Low,CoAP,normal,
ID7876,Smart Lock,2018-02-24,42,Poor,10.1,Occasionally,Zigbee,41,Low,CoAP,compromised,DDoS
ID4479,Smart Plug,2019-05-29,26,Good,19.0,Daily,WiFi,24,Low,CoAP,normal,
ID2928,Smart Camera,2011-06-01,66,Good,21.9,Daily,Zigbee,89,High,Zigbee,normal,
ID1091,Smart Camera,2012-06-16,92,Good,15.3,Weekly,WiFi,24,High,Zigbee,normal,
ID1963,Smart Light,2016-02-22,17,Excellent,20.6,Daily,Bluetooth,79,Low,CoAP,normal,
ID2079,Smart Lock,2015-07-30,70,Poor,35.3,Occasionally,Zigbee,59,Low,Zigbee,compromised,Replay
ID4484,Smart Lock,2021-04-11,41,Excellent,33.0,Occasionally,Zigbee,54,Low,Zigbee,normal,
ID8182,Smart Camera,2024-07-12,91,Good,30.7,Daily,Zigbee,27,High,CoAP,normal,
ID2823,Smart Camera,2020-01-24,27,Poor,17.0,Weekly,WiFi,93,High,Zigbee,compromised,Replay
ID8475,Smart Thermostat,2014-03-23,174,Poor,7.0,Occasionally,Bluetooth,69,High,Zigbee,compromised,Replay
ID7967,Smart Lock,2021-03-18,73,Poor,32.7,Occasionally,Zigbee,29,Low,Zigbee,compromised,Replay
ID1283,Smart Camera,2014-12-27,48,Poor,23.0,Daily,Bluetooth,87,High,MQTT,compromised,Replay
ID5050,Smart Light,2012-10-08,61,Poor,7.4,Weekly,WiFi,56,Low,MQTT,compromised,Replay
ID7297,Smart Camera,2019-12-09,25,Poor,29.8,Weekly,WiFi,80,High,CoAP,compromised,MITM
ID9025,Smart Plug,2021-03-24,99,Excellent,15.2,Weekly,Zigbee,48,Low,Zigbee,normal,
ID4587,Smart Plug,2024-06-13,16,Poor,22.3,Occasionally,Bluetooth,28,Low,Zigbee,compromised,Replay
ID1016,Smart Camera,2010-08-31,30,Good,20.8,Weekly,Bluetooth,29,High,HTTP,normal,
ID4940,Smart Lock,2024-04-19,24,Poor,23.5,Daily,Zigbee,16,Low,HTTP,compromised,DDoS
ID6668,Smart Lock,2023-07-09,78,Poor,36.7,Weekly,Zigbee,64,Low,CoAP,compromised,Replay
ID4856,Smart Camera,2020-09-10,28,Good,11.8,Daily,WiFi,74,High,HTTP,normal,
ID4304,Smart Thermostat,2019-04-14,119,Poor,19.9,Weekly,WiFi,92,High,HTTP,compromised,DDoS
ID2929,Smart Lock,2014-05-29,99,Good,28.1,Weekly,Zigbee,41,Low,Zigbee,normal,
ID8405,Smart Plug,2022-05-12,33,Poor,28.6,Weekly,WiFi,47,Low,MQTT,compromised,DDoS
ID8286,Smart Lock,2013-03-23,55,Excellent,20.3,Occasionally,Zigbee,46,Low,MQTT,normal,
ID8588,Smart Thermostat,2011-08-24,116,Good,32.1,Weekly,Zigbee,37,High,HTTP,normal,
ID2300,Smart Light,2019-05-04,55,Poor,5.3,Occasionally,WiFi,12,Low,HTTP,normal,
ID3547,Smart Light,2017-01-18,40,Poor,24.7,Weekly,WiFi,83,Low,HTTP,compromised,Jamming
ID2569,Smart Plug,2015-03-26,14,Excellent,27.1,Daily,Zigbee,46,Low,HTTP,normal,
ID4225,Smart Camera,2010-05-09,78,Poor,15.0,Weekly,Bluetooth,34,High,HTTP,compromised,DDoS
ID8124,Smart Camera,2013-05-07,94,Good,17.0,Occasionally,Zigbee,2,High,Zigbee,normal,
ID3392,Smart Light,2020-09-02,88,Good,8.4,Occasionally,Bluetooth,83,Low,CoAP,normal,
ID4021,Smart Light,2021-01-03,63,Excellent,20.1,Daily,Zigbee,25,Low,Zigbee,normal,
ID1969,Smart Thermostat,2022-12-30,60,Good,38.9,Weekly,WiFi,11,High,HTTP,normal,
ID8611,Smart Thermostat,2022-06-25,108,Excellent,30.4,Daily,Bluetooth,3,High,HTTP,normal,
ID5329,Smart Plug,2011-11-02,63,Excellent,23.6,Occasionally,Zigbee,72,Low,MQTT,normal,
ID3905,Smart Thermostat,2022-05-22,82,Poor,16.4,Weekly,Zigbee,60,High,HTTP,compromised,Jamming
ID6775,Smart Light,2018-03-13,41,Excellent,5.8,Weekly,Zigbee,30,Low,MQTT,normal,
ID7400,Smart Lock,2018-09-09,71,Poor,38.8,Daily,Zigbee,13,Low,CoAP,compromised,Jamming
ID3595,Smart Camera,2021-03-24,38,Excellent,12.1,Occasionally,Bluetooth,45,High,MQTT,normal,
ID6662,Smart Lock,2016-11-28,50,Good,13.0,Occasionally,Zigbee,21,Low,MQTT,normal,
ID7811,Smart Plug,2023-04-01,88,Poor,27.2,Daily,WiFi,83,Low,MQTT,compromised,Replay
ID2411,Smart Plug,2023-10-06,16,Poor,13.7,Weekly,Bluetooth,94,Low,Zigbee,compromised,MITM
ID5636,Smart Thermostat,2021-05-18,148,Good,7.7,Daily,WiFi,76,High,HTTP,normal,
ID8364,Smart Camera,2015-12-14,77,Excellent,21.1,Weekly,Zigbee,82,High,MQTT,normal,
ID4615,Smart Thermostat,2010-08-12,155,Good,20.0,Weekly,Zigbee,91,High,MQTT,normal,
ID5430,Smart Light,2021-07-29,39,Good,6.0,Daily,Zigbee,85,Low,MQTT,normal,
ID8693,Smart Light,2015-11-07,83,Poor,11.8,Occasionally,WiFi,74,Low,MQTT,compromised,MITM
ID7994,Smart Thermostat,2013-06-21,120,Poor,17.9,Occasionally,WiFi,62,High,HTTP,compromised,Replay
ID2228,Smart Plug,2010-08-14,79,Poor,13.2,Occasionally,Bluetooth,53,Low,MQTT,compromised,DDoS
ID2252,Smart Camera,2019-09-14,87,Excellent,21.7,Weekly,Bluetooth,14,High,MQTT,normal,
ID1052,Smart Thermostat,2018-06-16,114,Poor,22.1,Weekly,Zigbee,40,High,HTTP,compromised,Jamming
ID6246,Smart Lock,2017-11-21,54,Good,12.2,Occasionally,Zigbee,75,Low,CoAP,normal,
ID3386,Smart Plug,2016-05-17,32,Excellent,15.3,Weekly,Zigbee,16,Low,CoAP,normal,
ID7804,Smart Light,2010-04-15,11,Poor,13.3,Weekly,Bluetooth,89,Low,MQTT,compromised,MITM
ID1365,Smart Thermostat,2015-07-17,92,Poor,27.9,Weekly,WiFi,13,High,Zigbee,compromised,Replay
ID5896,Smart Lock,2022-09-10,84,Poor,17.2,Weekly,Zigbee,62,Low,HTTP,compromised,Replay
ID4308,Smart Camera,2018-07-11,34,Poor,13.5,Occasionally,Zigbee,75,High,HTTP,compromised,DDoS
ID6182,Smart Camera,2017-08-03,64,Excellent,12.0,Daily,WiFi,92,High,MQTT,normal,
ID6488,Smart Lock,2018-07-16,97,Poor,22.9,Occasionally,Zigbee,82,Low,HTTP,compromised,MITM
ID6484,Smart Thermostat,2013-10-21,136,Excellent,28.1,Weekly,Bluetooth,13,High,HTTP,normal,
ID5840,Smart Plug,2019-10-17,92,Poor,17.3,Daily,Zigbee,88,Low,Zigbee,compromised,Replay
ID5887,Smart Thermostat,2010-11-20,140,Poor,11.5,Daily,Bluetooth,13,High,Zigbee,compromised,Replay
ID9061,Smart Camera,2010-09-09,98,Good,21.6,Occasionally,Zigbee,83,High,HTTP,normal,
ID3295,Smart Light,2021-06-01,54,Poor,14.4,Weekly,WiFi,26,Low,Zigbee,normal,
ID2726,Smart Plug,2022-05-18,29,Good,14.2,Weekly,WiFi,84,Low,MQTT,normal,
ID2363,Smart Thermostat,2018-01-02,82,Excellent,36.4,Weekly,Zigbee,67,High,MQTT,normal,
ID6030,Smart Thermostat,2011-07-14,167,Poor,29.5,Weekly,Bluetooth,78,High,HTTP,compromised,MITM
ID5273,Smart Light,2021-11-04,69,Good,13.2,Occasionally,WiFi,57,Low,CoAP,normal,
ID3896,Smart Light,2011-03-25,74,Excellent,8.6,Occasionally,Zigbee,76,Low,CoAP,normal,
ID1975,Smart Lock,2016-09-01,21,Poor,11.0,Weekly,Zigbee,47,Low,MQTT,compromised,Replay
ID2387,Smart Camera,2014-03-21,34,Poor,20.8,Weekly,Bluetooth,68,High,CoAP,compromised,Replay
ID1671,Smart Camera,2018-07-15,19,Poor,23.7,Daily,Bluetooth,20,High,HTTP,compromised,DDoS
ID1955,Smart Lock,2012-04-22,71,Poor,16.5,Occasionally,Zigbee,100,Low,MQTT,compromised,MITM
ID9618,Smart Plug,2023-05-10,70,Poor,25.0,Occasionally,WiFi,60,Low,Zigbee,compromised,Replay
ID9241,Smart Lock,2012-05-08,78,Poor,12.0,Occasionally,Zigbee,9,Low,HTTP,compromised,DDoS
ID3962,Smart Lock,2010-10-29,30,Poor,21.8,Occasionally,Zigbee,9,Low,MQTT,compromised,DDoS
ID8192,Smart Light,2011-03-12,60,Poor,9.0,Occasionally,WiFi,85,Low,MQTT,compromised,DDoS
ID4146,Smart Camera,2019-12-01,32,Excellent,17.8,Daily,Zigbee,66,High,HTTP,normal,
ID8713,Smart Light,2024-04-17,17,Excellent,17.9,Daily,Zigbee,31,Low,Zigbee,normal,
ID2598,Smart Thermostat,2014-06-20,162,Good,12.3,Weekly,WiFi,80,High,HTTP,normal,
ID3373,Smart Thermostat,2021-08-01,159,Poor,14.9,Weekly,Bluetooth,84,High,MQTT,compromised,Jamming
ID2806,Smart Thermostat,2022-10-18,145,Poor,20.5,Occasionally,Bluetooth,98,High,HTTP,compromised,Jamming
ID4267,Smart Plug,2019-01-07,59,Poor,26.8,Occasionally,Bluetooth,78,Low,CoAP,compromised,Jamming
ID1555,Smart Lock,2021-08-15,73,Poor,26.2,Weekly,Zigbee,57,Low,Zigbee,compromised,Replay
ID8229,Smart Lock,2011-08-12,83,Excellent,31.6,Weekly,Zigbee,92,Low,CoAP,normal,
ID7320,Smart Lock,2013-05-23,27,Excellent,33.1,Daily,Zigbee,92,Low,Zigbee,normal,
ID6020,Smart Light,2017-10-25,33,Excellent,7.5,Occasionally,Bluetooth,72,Low,CoAP,normal,
ID7918,Smart Camera,2016-10-18,73,Poor,30.5,Weekly,Bluetooth,68,High,Zigbee,compromised,Jamming
ID4076,Smart Plug,2019-01-26,87,Good,29.7,Daily,Zigbee,79,Low,HTTP,normal,
ID9058,Smart Camera,2014-03-05,62,Poor,24.0,Weekly,Bluetooth,19,High,MQTT,compromised,DDoS
ID6436,Smart Lock,2014-08-22,64,Poor,19.9,Weekly,Zigbee,39,Low,MQTT,compromised,MITM
ID4862,Smart Light,2020-01-22,54,Poor,11.1,Occasionally,Zigbee,100,Low,Zigbee,compromised,MITM
ID6416,Smart Camera,2015-11-02,67,Poor,21.7,Occasionally,Bluetooth,74,High,Zigbee,compromised,DDoS
ID2440,Smart Camera,2021-08-18,42,Poor,17.0,Weekly,Zigbee,61,High,CoAP,compromised,MITM
ID7773,Smart Camera,2014-10-07,45,Poor,10.2,Weekly,WiFi,3,High,MQTT,normal,
ID7292,Smart Thermostat,2018-11-30,177,Poor,14.3,Weekly,WiFi,98,High,MQTT,compromised,Replay
ID8484,Smart Camera,2010-05-11,60,Excellent,27.2,Weekly,WiFi,5,High,MQTT,normal,
ID2471,Smart Plug,2021-02-03,38,Poor,22.5,Daily,WiFi,74,Low,Zigbee,compromised,DDoS
ID1193,Smart Lock,2014-07-18,12,Poor,22.7,Occasionally,Zigbee,48,Low,Zigbee,compromised,Jamming
ID5023,Smart Light,2023-01-26,48,Poor,21.6,Occasionally,Zigbee,58,Low,HTTP,compromised,MITM
ID5187,Smart Camera,2018-09-20,60,Poor,15.0,Weekly,WiFi,21,High,HTTP,compromised,DDoS
ID4187,Smart Camera,2023-05-27,58,Good,25.6,Occasionally,Bluetooth,100,High,HTTP,normal,
ID9636,Smart Light,2011-11-21,10,Good,7.7,Daily,WiFi,10,Low,Zigbee,normal,
ID5985,Smart Thermostat,2018-02-28,112,Poor,17.6,Occasionally,Bluetooth,64,High,CoAP,compromised,Jamming
ID7626,Smart Plug,2020-02-16,42,Excellent,22.1,Occasionally,Bluetooth,92,Low,HTTP,normal,
ID5358,Smart Camera,2024-09-13,59,Excellent,12.0,Weekly,Bluetooth,29,High,HTTP,normal,
ID5102,Smart Camera,2014-03-03,74,Poor,34.5,Daily,Zigbee,81,High,CoAP,compromised,Replay
ID2630,Smart Thermostat,2015-04-29,64,Good,32.7,Weekly,WiFi,77,High,Zigbee,normal,
ID6833,Smart Thermostat,2023-09-01,172,Good,27.1,Weekly,Zigbee,59,High,CoAP,normal,
ID2243,Smart Lock,2018-06-14,81,Good,35.9,Weekly,Zigbee,33,Low,CoAP,normal,
ID3781,Smart Plug,2015-01-12,73,Good,24.5,Occasionally,WiFi,9,Low,Zigbee,normal,
ID3956,Smart Plug,2024-09-15,83,Poor,14.9,Daily,Bluetooth,88,Low,Zigbee,compromised,Replay
ID4862,Smart Plug,2023-05-09,57,Good,23.2,Daily,Bluetooth,57,Low,MQTT,normal,
ID7077,Smart Camera,2024-07-10,62,Poor,14.9,Daily,Zigbee,41,High,CoAP,compromised,Replay
ID8944,Smart Lock,2014-06-14,46,Poor,24.3,Occasionally,Zigbee,66,Low,CoAP,compromised,Jamming
ID3010,Smart Lock,2016-08-14,20,Good,35.0,Daily,Zigbee,98,Low,MQTT,normal,
ID7063,Smart Light,2022-05-27,56,Poor,29.5,Daily,Zigbee,23,Low,MQTT,normal,
ID2555,Smart Thermostat,2011-11-29,56,Excellent,28.7,Daily,Bluetooth,16,High,Zigbee,normal,
ID8691,Smart Light,2023-07-24,89,Poor,22.5,Occasionally,Zigbee,19,Low,HTTP,normal,
ID1265,Smart Plug,2024-04-06,57,Good,25.9,Weekly,WiFi,1,Low,CoAP,normal,
ID1090,Smart Plug,2016-06-02,12,Good,27.1,Daily,Zigbee,63,Low,Zigbee,normal,
ID3713,Smart Lock,2014-10-09,41,Good,12.0,Daily,Zigbee,97,Low,Zigbee,normal,
ID5521,Smart Plug,2015-09-17,60,Poor,24.6,Occasionally,Zigbee,22,Low,MQTT,compromised,MITM
ID9951,Smart Camera,2020-11-30,28,Good,24.4,Weekly,Bluetooth,69,High,HTTP,normal,
ID2535,Smart Lock,2022-04-04,55,Poor,11.4,Occasionally,Zigbee,89,Low,MQTT,compromised,DDoS
ID1040,Smart Plug,2018-06-02,18,Poor,27.9,Daily,WiFi,86,Low,CoAP,compromised,Jamming
ID7252,Smart Thermostat,2019-09-07,85,Excellent,24.4,Weekly,Bluetooth,44,High,MQTT,normal,
ID9480,Smart Camera,2020-03-13,55,Poor,25.4,Daily,Bluetooth,41,High,MQTT,compromised,MITM
ID8619,Smart Lock,2014-10-02,12,Poor,15.2,Daily,Zigbee,27,Low,HTTP,compromised,Replay
ID3692,Smart Plug,2021-11-15,44,Poor,22.6,Weekly,Zigbee,50,Low,Zigbee,compromised,DDoS
ID3934,Smart Thermostat,2024-04-21,142,Good,34.1,Weekly,WiFi,44,High,CoAP,normal,
ID1237,Smart Thermostat,2019-12-07,196,Poor,28.6,Occasionally,Zigbee,90,High,MQTT,compromised,Jamming
ID9743,Smart Light,2024-04-05,28,Poor,14.8,Occasionally,Bluetooth,39,Low,HTTP,normal,
ID7572,Smart Camera,2014-04-04,80,Excellent,29.4,Weekly,Bluetooth,84,High,MQTT,normal,
ID6207,Smart Thermostat,2011-08-03,197,Poor,18.2,Occasionally,WiFi,22,High,HTTP,compromised,MITM
ID2702,Smart Light,2013-03-30,24,Poor,21.5,Daily,Bluetooth,17,Low,HTTP,normal,
ID2474,Smart Lock,2022-08-31,45,Poor,13.9,Daily,Zigbee,76,Low,Zigbee,compromised,Replay
ID8945,Smart Lock,2024-02-08,51,Excellent,23.2,Weekly,Zigbee,63,Low,Zigbee,normal,
ID9435,Smart Camera,2020-06-20,86,Poor,33.1,Daily,Zigbee,55,High,Zigbee,compromised,Replay
ID5021,Smart Lock,2019-11-07,38,Poor,26.5,Weekly,Zigbee,77,Low,CoAP,compromised,Replay
ID7301,Smart Lock,2020-04-08,78,Good,12.7,Daily,Zigbee,55,Low,HTTP,normal,
ID2769,Smart Thermostat,2011-12-12,79,Excellent,37.0,Occasionally,WiFi,94,High,Zigbee,normal,
ID5282,Smart Thermostat,2022-07-22,139,Poor,32.7,Weekly,WiFi,91,High,CoAP,compromised,Jamming
ID6193,Smart Plug,2015-10-08,88,Excellent,12.1,Weekly,Zigbee,59,Low,CoAP,normal,
ID4633,Smart Light,2016-12-31,49,Poor,23.0,Occasionally,Bluetooth,62,Low,HTTP,compromised,Replay
ID6732,Smart Light,2012-05-18,61,Good,10.6,Weekly,Zigbee,13,Low,Zigbee,normal,
ID5349,Smart Lock,2024-11-15,92,Poor,37.7,Occasionally,Zigbee,55,Low,MQTT,compromised,Jamming
ID5245,Smart Camera,2010-05-12,45,Good,34.9,Occasionally,Bluetooth,47,High,HTTP,normal,
ID1201,Smart Camera,2021-11-26,76,Excellent,17.6,Daily,Zigbee,81,High,Zigbee,normal,
ID9165,Smart Thermostat,2012-01-21,93,Poor,7.2,Occasionally,Bluetooth,90,High,CoAP,compromised,MITM
ID9123,Smart Plug,2024-03-01,78,Good,18.1,Occasionally,Bluetooth,74,Low,HTTP,normal,
ID1534,Smart Camera,2023-12-08,42,Poor,16.7,Weekly,Zigbee,30,High,MQTT,compromised,Replay
ID7651,Smart Camera,2016-11-26,50,Excellent,24.5,Daily,Zigbee,58,High,Zigbee,normal,
ID5146,Smart Lock,2010-12-06,17,Poor,18.8,Daily,Zigbee,43,Low,MQTT,compromised,Replay
ID3464,Smart Camera,2015-06-08,31,Poor,27.1,Daily,WiFi,28,High,MQTT,compromised,Jamming
ID1801,Smart Thermostat,2017-12-29,124,Poor,26.0,Occasionally,WiFi,16,High,Zigbee,compromised,DDoS
ID6541,Smart Plug,2014-07-18,71,Poor,24.3,Occasionally,Zigbee,53,Low,MQTT,compromised,Jamming
ID1858,Smart Light,2015-02-23,73,Excellent,20.5,Occasionally,Bluetooth,48,Low,HTTP,normal,
ID7018,Smart Lock,2018-12-29,37,Good,22.2,Daily,Zigbee,66,Low,HTTP,normal,
ID9791,Smart Camera,2017-09-05,48,Good,22.3,Occasionally,Bluetooth,6,High,MQTT,normal,
ID9290,Smart Camera,2010-04-26,49,Poor,15.1,Occasionally,Zigbee,13,High,HTTP,compromised,Replay
ID5881,Smart Camera,2023-04-29,82,Good,14.1,Occasionally,WiFi,85,High,Zigbee,normal,
ID6983,Smart Plug,2018-06-11,55,Poor,12.3,Weekly,WiFi,81,Low,CoAP,compromised,Jamming
ID2766,Smart Thermostat,2014-11-20,173,Excellent,22.1,Occasionally,WiFi,34,High,Zigbee,normal,
ID3380,Smart Light,2013-08-24,23,Poor,23.9,Weekly,Bluetooth,57,Low,Zigbee,compromised,DDoS
ID7053,Smart Light,2016-02-08,74,Good,9.5,Occasionally,Bluetooth,98,Low,CoAP,normal,
ID5496,Smart Camera,2015-02-16,94,Excellent,34.8,Weekly,Bluetooth,22,High,Zigbee,normal,
ID7762,Smart Lock,2024-07-17,30,Poor,33.7,Weekly,Zigbee,35,Low,Zigbee,compromised,DDoS
ID8678,Smart Thermostat,2013-11-16,195,Good,32.2,Daily,Zigbee,56,High,MQTT,normal,
ID3068,Smart Plug,2024-06-05,21,Excellent,11.9,Weekly,Zigbee,48,Low,MQTT,normal,
ID6915,Smart Plug,2011-07-30,10,Good,12.8,Weekly,Zigbee,69,Low,Zigbee,normal,
ID3285,Smart Lock,2023-10-04,14,Poor,33.6,Daily,Zigbee,53,Low,MQTT,compromised,DDoS
ID7501,Smart Plug,2016-07-25,42,Poor,18.1,Weekly,WiFi,23,Low,Zigbee,compromised,Jamming
ID1091,Smart Lock,2022-10-21,17,Good,36.6,Weekly,Zigbee,98,Low,MQTT,normal,
ID3588,Smart Light,2010-09-20,76,Excellent,18.0,Weekly,Zigbee,83,Low,MQTT,normal,
ID7881,Smart Camera,2012-10-22,31,Good,28.5,Weekly,Zigbee,40,High,HTTP,normal,
ID6760,Smart Thermostat,2013-11-12,198,Poor,29.9,Weekly,Bluetooth,82,High,CoAP,compromised,Replay
ID4879,Smart Lock,2018-09-28,20,Poor,21.4,Occasionally,Zigbee,74,Low,MQTT,compromised,Jamming
ID6035,Smart Camera,2021-06-29,47,Poor,18.2,Daily,Zigbee,72,High,Zigbee,compromised,Jamming
ID7911,Smart Camera,2010-12-28,77,Poor,24.9,Weekly,Zigbee,59,High,Zigbee,compromised,DDoS
ID3102,Smart Lock,2016-01-04,38,Excellent,31.4,Occasionally,Zigbee,62,Low,Zigbee,normal,
ID3644,Smart Camera,2013-11-04,79,Good,25.2,Occasionally,WiFi,56,High,MQTT,normal,
ID8206,Smart Lock,2012-05-08,91,Good,36.4,Occasionally,Zigbee,69,Low,Zigbee,normal,
ID6149,Smart Plug,2013-03-04,48,Good,17.1,Weekly,Bluetooth,85,Low,HTTP,normal,
ID9359,Smart Plug,2019-06-30,21,Excellent,20.1,Occasionally,Zigbee,16,Low,Zigbee,normal,
ID2201,Smart Plug,2018-08-19,63,Good,11.5,Occasionally,Zigbee,10,Low,CoAP,normal,
ID6654,Smart Plug,2024-12-08,22,Excellent,23.9,Occasionally,Bluetooth,11,Low,CoAP,normal,
ID6623,Smart Plug,2011-04-16,14,Excellent,14.4,Occasionally,Bluetooth,36,Low,Zigbee,normal,
ID4667,Smart Plug,2016-01-02,64,Excellent,17.0,Weekly,Zigbee,82,Low,CoAP,normal,
ID5832,Smart Plug,2021-10-31,95,Excellent,27.5,Occasionally,Bluetooth,36,Low,CoAP,normal,
ID5246,Smart Lock,2013-01-16,30,Poor,20.1,Occasionally,Zigbee,56,Low,HTTP,compromised,MITM
ID1879,Smart Light,2015-01-12,83,Poor,12.8,Weekly,Bluetooth,8,Low,CoAP,normal,
ID7699,Smart Light,2022-08-20,63,Excellent,15.1,Daily,Zigbee,16,Low,MQTT,normal,
ID3255,Smart Thermostat,2017-01-01,75,Excellent,32.2,Weekly,WiFi,4,High,HTTP,normal,
ID1050,Smart Thermostat,2021-05-06,168,Excellent,7.9,Weekly,Bluetooth,96,High,MQTT,normal,
ID7572,Smart Lock,2020-08-16,34,Poor,15.9,Weekly,Zigbee,53,Low,MQTT,compromised,Jamming
ID7293,Smart Light,2012-10-14,40,Poor,9.7,Daily,Zigbee,68,Low,CoAP,compromised,Jamming
ID4702,Smart Lock,2017-11-05,80,Poor,11.1,Weekly,Zigbee,44,Low,Zigbee,compromised,Replay
ID3373,Smart Thermostat,2021-03-29,92,Poor,35.9,Daily,WiFi,18,High,HTTP,compromised,Jamming
